Transaction,Item
842,coffee
842,chocolate
842,eggs
843,coffee
844,butter
844,eggs
844,milk
844,cheese
845,cheese
845,milk
846,milk
846,apple
846,bread
846,yogurt
847,banana
847,apple
847,milk
847,eggs
848,butter
848,coffee
848,milk
848,banana
849,apple
849,chocolate
850,cheese
850,butter
850,bread
850,juice
851,milk
851,cheese
851,butter
851,eggs
851,coffee
852,juice
852,cheese
853,juice
854,apple
854,bread
855,butter
855,yogurt
855,eggs
855,banana
856,yogurt
856,eggs
856,coffee
856,cheese
856,milk
857,juice
857,cheese
857,eggs
857,apple
858,milk
858,apple
858,cheese
858,chocolate
858,bread
859,chocolate
859,coffee
860,yogurt
860,juice
861,butter
861,cheese
861,eggs
862,apple
863,eggs
863,apple
863,coffee
864,yogurt
864,chocolate
864,juice
864,milk
864,banana
865,cheese
865,juice
866,chocolate
867,coffee
867,bread
867,juice
867,yogurt
868,eggs
868,yogurt
868,bread
868,milk
869,eggs
869,juice
869,yogurt
869,apple
870,butter
870,milk
870,yogurt
871,apple
872,butter
872,yogurt
872,milk
872,bread
872,coffee
873,juice
873,milk
873,eggs
874,milk
874,coffee
875,coffee
875,apple
875,cheese
875,banana
875,butter
876,cheese
876,bread
876,chocolate
877,milk
877,bread
877,butter
877,cheese
877,banana
878,apple
878,chocolate
878,banana
879,chocolate
880,apple
880,eggs
880,butter
880,milk
881,bread
881,coffee
881,chocolate
881,milk
881,yogurt
882,eggs
882,chocolate
882,yogurt
883,cheese
883,banana
883,chocolate
884,coffee
884,juice
885,banana
885,chocolate
885,butter
886,eggs
886,banana
886,chocolate
886,yogurt
886,butter
887,chocolate
887,apple
888,coffee
888,banana
889,yogurt
889,banana
889,cheese
890,cheese
890,yogurt
890,coffee
891,cheese
892,yogurt
892,bread
892,cheese
892,milk
893,bread
894,milk
895,coffee
895,cheese
896,milk
896,butter
897,cheese
898,apple
898,yogurt
899,cheese
899,coffee
899,yogurt
900,yogurt
900,apple
900,banana
900,juice
900,eggs
901,apple
901,coffee
901,butter
901,chocolate
902,cheese
902,eggs
902,bread
903,yogurt
903,chocolate
903,cheese
904,cheese
904,apple
904,butter
905,banana
906,banana
906,cheese
906,butter
906,milk
907,juice
908,apple
908,banana
908,coffee
909,yogurt
909,cheese
909,juice
910,yogurt
911,milk
911,cheese
911,eggs
911,yogurt
912,coffee
912,cheese
913,chocolate
914,apple
915,banana
915,coffee
916,apple
916,coffee
917,juice
917,cheese
917,eggs
917,banana
918,apple
918,milk
918,eggs
919,banana
919,yogurt
920,butter
921,milk
922,yogurt
922,coffee
922,apple
922,banana
923,chocolate
923,yogurt
923,eggs
923,cheese
923,juice
924,yogurt
924,coffee
924,bread
925,eggs
925,apple
926,milk
926,apple
926,banana
926,bread
927,milk
927,chocolate
927,yogurt
927,cheese
928,yogurt
928,milk
928,cheese
929,juice
929,chocolate
929,banana
929,apple
930,yogurt
930,eggs
931,apple
932,yogurt
932,eggs
932,cheese
932,banana
932,butter
933,eggs
934,eggs
934,chocolate
934,juice
935,milk
935,butter
936,coffee
936,milk
936,bread
936,chocolate
936,cheese
937,banana
938,yogurt
938,banana
939,apple
939,banana
940,milk
940,butter
940,chocolate
940,bread
941,yogurt
941,eggs
941,banana
941,juice
941,milk
942,milk
942,chocolate
943,butter
944,butter
944,milk
945,yogurt
945,juice
945,milk
945,banana
945,coffee
946,bread
946,cheese
946,apple
946,chocolate
946,eggs
947,juice
947,banana
947,yogurt
948,eggs
948,coffee
948,cheese
949,milk
949,yogurt
949,juice
950,yogurt
950,butter
951,chocolate
951,milk
951,banana
951,coffee
952,apple
952,eggs
952,milk
953,eggs
953,chocolate
953,bread
954,chocolate
954,bread
955,yogurt
956,juice
956,apple
956,milk
956,coffee
956,cheese
957,banana
958,cheese
958,butter
959,juice
959,eggs
960,cheese
960,coffee
961,butter
961,coffee
961,bread
961,cheese
962,chocolate
963,chocolate
964,banana
964,apple
964,yogurt
965,coffee
965,milk
965,chocolate
965,bread
966,bread
966,eggs
967,banana
967,milk
968,banana
968,milk
968,apple
969,chocolate
969,cheese
970,cheese
970,juice
970,apple
970,bread
970,chocolate
971,yogurt
972,yogurt
972,milk
972,juice
972,chocolate
973,cheese
973,butter
973,milk
974,coffee
974,bread
974,banana
974,yogurt
974,chocolate
975,bread
975,banana
975,butter
976,coffee
976,banana
976,eggs
976,juice
976,milk
977,banana
977,chocolate
977,milk
977,eggs
978,juice
978,yogurt
978,butter
978,bread
979,banana
979,apple
979,yogurt
979,bread
980,milk
980,cheese
980,eggs
980,butter
981,cheese
981,banana
982,apple
982,coffee
983,apple
983,bread
983,cheese
983,yogurt
983,milk
984,bread
984,banana
984,juice
985,apple
985,chocolate
985,coffee
985,eggs
985,banana
986,apple
986,eggs
986,cheese
987,butter
987,coffee
987,yogurt
988,chocolate
988,butter
989,apple
989,coffee
989,milk
989,cheese
990,butter
990,yogurt
991,banana
992,bread
992,chocolate
992,yogurt
992,apple
992,eggs
993,banana
993,chocolate
993,juice
993,cheese
994,cheese
994,eggs
995,chocolate
996,coffee
996,apple
997,banana
998,eggs
998,coffee
998,apple
999,milk
999,yogurt
999,chocolate
999,apple
1000,yogurt
1000,banana
1000,cheese
1000,juice
1001,milk
1001,bread
1002,milk
1002,bread
1003,milk
1003,bread
1004,milk
1004,bread
1005,milk
1005,bread
1006,milk
1006,bread
1007,milk
1007,bread
1008,milk
1008,bread
1009,milk
1009,bread
1010,milk
1010,bread
1011,milk
1011,bread
1012,milk
1012,bread
1013,milk
1013,bread
1014,milk
1014,bread
1015,milk
1015,bread
1016,milk
1016,bread
1017,milk
1017,bread
1018,milk
1018,bread
1019,milk
1019,bread
1020,milk
1020,bread
1021,milk
1021,bread
1022,milk
1022,bread
1023,milk
1023,bread
1024,milk
1024,bread
1025,milk
1025,bread
1026,milk
1026,bread
1027,milk
1027,bread
1028,milk
1028,bread
1029,milk
1029,bread
1030,milk
1030,bread
1031,milk
1031,bread
1032,milk
1032,bread
1033,milk
1033,bread
1034,milk
1034,bread
1035,milk
1035,bread
1036,milk
1036,bread
1037,milk
1037,bread
1038,milk
1038,bread
1039,milk
1039,bread
1040,milk
1040,bread
1041,milk
1041,bread
1042,milk
1042,bread
1043,milk
1043,bread
1044,milk
1044,bread
1045,milk
1045,bread
1046,milk
1046,bread
1047,milk
1047,bread
1048,milk
1048,bread
1049,milk
1049,bread
1050,milk
1050,bread
1051,milk
1051,bread
1052,milk
1052,bread
1053,milk
1053,bread
1054,milk
1054,bread
1055,milk
1055,bread
1056,milk
1056,bread
1057,milk
1057,bread
1058,milk
1058,bread
1059,milk
1059,bread
1060,milk
1060,bread
1061,milk
1061,bread
1062,milk
1062,bread
1063,milk
1063,bread
1064,milk
1064,bread
1065,milk
1065,bread
1066,milk
1066,bread
1067,milk
1067,bread
1068,milk
1068,bread
1069,milk
1069,bread
1070,milk
1070,bread
1071,milk
1071,bread
1072,milk
1072,bread
1073,milk
1073,bread
1074,milk
1074,bread
1075,milk
1075,bread
1076,milk
1076,bread
1077,milk
1077,bread
1078,milk
1078,bread
1079,milk
1079,bread
1080,milk
1080,bread
1081,milk
1081,bread
1082,milk
1082,bread
1083,milk
1083,bread
1084,milk
1084,bread
1085,milk
1085,bread
1086,milk
1086,bread
1087,milk
1087,bread
1088,milk
1088,bread
1089,milk
1089,bread
1090,milk
1090,bread
1091,milk
1091,bread
1092,milk
1092,bread
1093,milk
1093,bread
1094,milk
1094,bread
1095,milk
1095,bread
1096,milk
1096,bread
1097,milk
1097,bread
1098,milk
1098,bread
1099,milk
1099,bread
1100,milk
1100,bread
1101,milk
1101,bread
1102,milk
1102,bread
1103,milk
1103,bread
1104,milk
1104,bread
1105,milk
1105,bread
1106,milk
1106,bread
1107,milk
1107,bread
1108,milk
1108,bread
1109,milk
1109,bread
1110,milk
1110,bread
1111,milk
1111,bread
1112,milk
1112,bread
1113,milk
1113,bread
1114,milk
1114,bread
1115,milk
1115,bread
1116,milk
1116,bread
1117,milk
1117,bread
1118,milk
1118,bread
1119,milk
1119,bread
1120,milk
1120,bread
1121,milk
1121,bread
1122,milk
1122,bread
1123,milk
1123,bread
1124,milk
1124,bread
1125,milk
1125,bread
1126,milk
1126,bread
1127,milk
1127,bread
1128,milk
1128,bread
1129,milk
1129,bread
1130,milk
1130,bread
1131,milk
1131,bread
1132,milk
1132,bread
1133,milk
1133,bread
1134,milk
1134,bread
1135,milk
1135,bread
1136,milk
1136,bread
1137,milk
1137,bread
1138,milk
1138,bread
1139,milk
1139,bread
1140,milk
1140,bread
1141,milk
1141,bread
1142,milk
1142,bread
1143,milk
1143,bread
1144,milk
1144,bread
1145,milk
1145,bread
1146,milk
1146,bread
1147,milk
1147,bread
1148,milk
1148,bread
1149,milk
1149,bread
1150,milk
1150,bread
1151,milk
1151,bread
1152,milk
1152,bread
1153,milk
1153,bread
1154,milk
1154,bread
1155,milk
1155,bread
1156,milk
1156,bread
1157,milk
1157,bread
1158,milk
1158,bread
1159,milk
1159,bread
1160,milk
1160,bread
1161,milk
1161,bread
1162,milk
1162,bread
1163,milk
1163,bread
1164,milk
1164,bread
1165,milk
1165,bread
1166,milk
1166,bread
1167,milk
1167,bread
1168,milk
1168,bread
1169,milk
1169,bread
1170,milk
1170,bread
1171,milk
1171,bread
1172,milk
1172,bread
1173,milk
1173,bread
1174,milk
1174,bread
1175,milk
1175,bread
1176,milk
1176,bread
1177,milk
1177,bread
1178,milk
1178,bread
1179,milk
1179,bread
1180,milk
1180,bread
1181,milk
1181,bread
1182,milk
1182,bread
1183,milk
1183,bread
1184,milk
1184,bread
1185,milk
1185,bread
1186,milk
1186,bread
1187,milk
1187,bread
1188,milk
1188,bread
1189,milk
1189,bread
1190,milk
1190,bread
1191,milk
1191,bread
1192,milk
1192,bread
1193,milk
1193,bread
1194,milk
1194,bread
1195,milk
1195,bread
1196,milk
1196,bread
1197,milk
1197,bread
1198,milk
1198,bread
1199,milk
1199,bread
1200,milk
1200,bread
1201,milk
1201,bread
1202,milk
1202,bread
1203,milk
1203,bread
1204,milk
1204,bread
1205,milk
1205,bread
1206,milk
1206,bread
1207,milk
1207,bread
1208,milk
1208,bread
1209,milk
1209,bread
1210,milk
1210,bread
1211,milk
1211,bread
1212,milk
1212,bread
1213,milk
1213,bread
1214,milk
1214,bread
1215,milk
1215,bread
1216,milk
1216,bread
1217,milk
1217,bread
1218,milk
1218,bread
1219,milk
1219,bread
1220,milk
1220,bread
1221,milk
1221,bread
1222,milk
1222,bread
1223,milk
1223,bread
1224,milk
1224,bread
1225,milk
1225,bread
1226,milk
1226,bread
1227,milk
1227,bread
1228,milk
1228,bread
1229,milk
1229,bread
1230,milk
1230,bread
1231,milk
1231,bread
1232,milk
1232,bread
1233,milk
1233,bread
1234,milk
1234,bread
1235,milk
1235,bread
1236,milk
1236,bread
1237,milk
1237,bread
1238,milk
1238,bread
1239,milk
1239,bread
1240,milk
1240,bread
1241,milk
1241,bread
1242,milk
1242,bread
1243,milk
1243,bread
1244,milk
1244,bread
1245,milk
1245,bread
1246,milk
1246,bread
1247,milk
1247,bread
1248,milk
1248,bread
1249,milk
1249,bread
1250,milk
1250,bread
1251,milk
1251,bread
1252,milk
1252,bread
1253,milk
1253,bread
1254,milk
1254,bread
1255,milk
1255,bread
1256,milk
1256,bread
1257,milk
1257,bread
1258,milk
1258,bread
1259,milk
1259,bread
1260,milk
1260,bread
1261,milk
1261,bread
1262,milk
1262,bread
1263,milk
1263,bread
1264,milk
1264,bread
1265,milk
1265,bread
1266,milk
1266,bread
1267,milk
1267,bread
1268,milk
1268,bread
1269,milk
1269,bread
1270,milk
1270,bread
1271,milk
1271,bread
1272,milk
1272,bread
1273,milk
1273,bread
1274,milk
1274,bread
1275,milk
1275,bread
1276,milk
1276,bread
1277,milk
1277,bread
1278,milk
1278,bread
1279,milk
1279,bread
1280,milk
1280,bread
1281,milk
1281,bread
1282,milk
1282,bread
1283,milk
1283,bread
1284,milk
1284,bread
1285,milk
1285,bread
1286,milk
1286,bread
1287,milk
1287,bread
1288,milk
1288,bread
1289,milk
1289,bread
1290,milk
1290,bread
1291,milk
1291,bread
1292,milk
1292,bread
1293,milk
1293,bread
1294,milk
1294,bread
1295,milk
1295,bread
1296,milk
1296,bread
1297,milk
1297,bread
1298,milk
1298,bread
1299,milk
1299,bread
1300,milk
1300,bread
